,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
marital-status_Married-civ-spouse,0.2075403065576294,0.4243097653551482,0.044855052813299455,-0.027268560332998796,0.020541340253451626,-0.016103847154295803,0.027306795941418365,-0.02767622464169415,-0.022656150774098004,-0.03421834016032604,-0.04108952541069755,-0.009929427404267468,-0.030945126143292978,0.013007019587675094,-0.025164911913068397,-0.023742030559683134,-0.009349593089365095,0.05278436229010853,-0.01712965514308041,-0.024760081764104228,-0.02579644872551687,-0.032209000055717994,0.026317872115314334,0.020534011228701774,-0.020807555284500914,-0.025748850575917612,0.021651819951331613,0.026009123604517122,-0.03906546178285887,-0.008502951547891812,0.03259593846433575,-0.03404166401927438,0.03256816099059133,-0.044429377175604,0.017766415828384504,-0.020214805255375157,0.06753933353549142,-0.015294586008849342,0.0005844224122545001,-0.04001802785218002,-0.005688162565339265,-0.04731441952143334,-0.08369410401093182,0.02382703215566972,0.03491399808178276,0.02068182344550346,-0.02346710967046746,0.010387599376701718,0.034084331496739416,-0.06169246045166741,0.024548068970147906,-0.02186642373534353,-0.026152457440153657,0.024741893840639396,-0.023134151418426795,0.026133510655860632,-0.025320898933580943,-0.027881222991566704,0.03250353042588406,-0.0280715763100369,-0.021449734177421406,0.023276199267368018,0.025868917959976666,0.024082938216557655,-0.025286735068555166,-0.025250290483024157,0.023977581447972723,0.025489812711455995,0.021967675489904633,0.023164623887680563,-0.026369450861244093,0.02643106128730134,-0.02596933852425077,-0.02461723370839011,-0.02520966032018638,0.02503939018686375,0.021765202836858785,0.0737767675426887,0.025794362510853017,-0.026606118924184533,-0.023834397784522666,0.03407500979695836,0.025712657752604205,0.0277018807726932,0.025011850999387106,0.025356315098441287,-0.025719715098379795,0.025165647861003237,-0.026575295690068845,0.019014985626290185,-0.025796383051655044,-0.026117706917561854,0.025921828498621735,-0.07392115259104008,-0.025255167483591277,0.05218348444361819,0.009868710334989305,-0.027887357955053708,-0.08054726911797912,0.08054726846659165,-0.08054726889691803,-0.08054726901411806,-0.08054726895173471,0.0805472689532163
marital-status_Married-spouse-absent,-0.0971715625232979,-0.03478971461347497,-0.009463629675178966,0.0014726160641454918,-0.0052521162516216205,0.006453596122080189,-0.010744430167521735,0.011024932253999203,0.0080201514355189,0.008911807731298724,0.00749901146693617,0.005527122926012626,0.008815536982334114,0.008715402836459767,0.009932282151651067,0.009401149479647326,0.0028762736310672964,-0.008216577141640855,0.008225452292999643,0.008469577559741608,0.009742041116835215,0.008588601614161641,-0.012267288107950159,-0.003711751620753734,0.009461580521982118,0.008829260430940676,-0.008087772370122925,-0.008579628584629104,0.009562920406577887,-0.0038797103872867593,-0.00616113190659101,0.009413016098880775,-0.008859032188355851,0.010306726648051403,-0.007878194191227901,0.007808126862332214,-0.011776435325487708,0.00729615441189964,0.006453313952540263,0.010671866284387033,0.008954564826079684,0.08776376261113093,0.0008793390903602062,-0.008190326230427387,-0.009312935191565504,-0.008073087870372414,0.008345058456472317,-0.007094460398613032,-0.009077260995609057,0.010768277813004726,-0.008417160098070413,0.008250117343992842,0.008478201741690792,-0.008511989392191407,0.008322190318385077,-0.008614806253049348,0.008518578656485044,0.008742294932610379,-0.009090387226664299,0.008766865773190177,0.008181786076491114,-0.00832906710234395,-0.008560308820482223,-0.008382649186264612,0.00852178346432045,0.008508766284442514,-0.008389971923137082,-0.008532309684973103,-0.008240596715405484,-0.008329377984976107,0.008606106493450972,-0.00860833854760572,0.00858234227302088,0.008457759337800509,0.008510413993804873,-0.008496248072029507,-0.00820356537809485,-0.011540162593311873,-0.00855633409960377,0.008619665681237522,0.008383392527342208,-0.009218755265102224,-0.00854981838876347,-0.008658311082729117,-0.007675030072825525,-0.008518700356646387,0.00854957491218171,-0.0084979604461383,0.008614508613561927,-0.007942263687217713,0.008551833766357908,0.008552881877857977,-0.008573166127091905,0.005869210384432327,0.008512386717687462,-0.0005481580229733507,0.0050399122056710415,0.008783386260269158,0.03110515192456735,-0.03110515171202504,0.0311051518568951,0.031105151890803366,0.03110515187361991,-0.031105151874239557
marital-status_Never-married,-0.031040204645388203,-0.31658660895766244,-0.0685767165931948,0.08371659861616701,-0.05923459996770298,0.04390941893318716,-0.02962842852393607,0.04005423980637229,0.036438701503901945,0.05727903848603537,-0.0055592583458003424,0.012037058241992502,0.04434277900369594,0.015313324214158383,0.035016792497261626,0.041744714976176024,0.023512347852241315,-0.061282704803546834,0.03182197527754702,0.038584855854790316,0.03886809933390011,0.044707993813146676,-0.03359819171774256,-0.04006545948662296,0.033151549522691996,0.038582017550900606,-0.03588347252487409,-0.039249977138397986,0.04989455362038007,-0.012890776336317076,-0.050915957636929625,0.045181735305742786,-0.04455977537090318,0.05266734033218713,-0.03234293331111612,0.034619515833571056,-0.0693784911545149,0.030513486940324807,0.017083669005513037,0.05014126895753,0.022420683836082776,0.021488400349028595,0.07656950528934811,-0.03751967195468779,-0.04629477465739921,-0.03502665025371915,0.03722977546439165,-0.027058077806261537,-0.0462289283362485,0.06475075207291163,-0.038046365834851464,0.035897047871979955,0.03952862351175415,-0.0381900959020148,0.036989847845327634,-0.03929761402797229,0.038685850522124435,0.04073194480473041,-0.044351683424344625,0.04084069375341674,0.03557891069824702,-0.03711556109842952,-0.039160116689652344,-0.037666266415314294,0.03866051112120675,0.038669220410185445,-0.03769334528423932,-0.03882447654045286,-0.03595193034935814,-0.03696372622908764,0.039540174306873434,-0.039591525850677045,0.03916218151429969,0.03813850742774707,0.038595899991173466,-0.038463973573759934,-0.0358509536197581,-0.06833303527194955,-0.039081024456295736,0.03975525011947315,0.037552241024288335,-0.045702946187305166,-0.039020878784348366,-0.041011035436485314,-0.04098098255111394,-0.03873852330164754,0.039024935509846675,-0.03861648030854112,0.03973867725303342,-0.03379730355595002,0.03911791516725124,0.03954652564351093,-0.039152956211149954,0.058530955248360085,0.038645717581543386,-0.030636290275924107,0.00889364571240613,0.040402640662403934,0.028920060535272088,-0.02892005943640364,0.02892006017481988,0.02892006035973801,0.028920060263652222,-0.02892006026654419
marital-status_Separated,-0.12346373487316128,-0.07191473475086815,-0.021976365725494523,0.0014838654835492323,-0.021579919552898896,0.01921421764573977,-0.025420596874423156,0.025815313878418383,0.02340131943482609,0.02258944575639647,0.028931952960139465,0.020164867360093975,0.0220452476449445,0.0357726054254315,0.02555293722853143,0.02687590330949228,0.014657090368137423,-0.026703141482290364,0.016528461054528723,0.02079816573399249,0.024535059160890296,0.020271641883816124,-0.03478139855994618,-0.009850077835778247,0.02561525464761514,0.023586133714125303,-0.021734253198259727,-0.02301650514956552,0.0246905213999442,-0.014191227950924246,-0.019503806043894536,0.02744325112608056,-0.02821695995746397,0.00838670629903507,-0.01979975129851104,0.02153956261859812,-0.024310815973811774,0.021188682111711925,0.01782534074498666,0.024349893351730538,0.018865597888456792,-0.021774497876793815,0.023216949717510805,-0.022483519924535345,-0.02394865817609938,-0.02197927120517107,0.0224210002328349,-0.020002961549794376,-0.023813764094932154,0.025893880172021856,-0.022574803658375744,0.022189624747824696,0.02277328098091297,-0.02264814916601621,0.022368460369497033,-0.022829203727245485,0.02270860833414662,0.023066749471012643,-0.023664573634350382,0.023102926904761692,0.022122558117818183,-0.022402157654392282,-0.022780616210617898,-0.022486352773071833,0.02271321085875458,0.02268722387192999,-0.022489762961794335,-0.022737028923263417,-0.022214367964643288,-0.022382838971807765,0.022853486390820674,-0.02286173545809231,0.02281060953875516,0.022603787174103555,0.02269648899360824,-0.02266661625937335,-0.022163095879598613,-0.02399405209725711,-0.022778229826949523,0.022874677490240962,0.02246338120262543,-0.0239674299214567,-0.022762632474173115,-0.02300722043453772,-0.020644439441957083,-0.022714190417951387,0.022758723935832052,-0.022672156397541842,0.02287075622197068,-0.02168991923315116,0.02276645399044328,0.022783307089784113,-0.02282572109366987,0.009658616693726321,0.022698468404474474,0.0037796575200413434,0.01599260481723762,0.02314944322553145,0.056481955470336104,-0.05648195487378323,0.056481955281078605,0.05648195537548236,0.05648195532779378,-0.056481955329556584
marital-status_Widowed,-0.08857483557805852,-0.04579463014897303,0.028889797225885392,-0.0433375617868698,0.029258411785576907,-0.02780784172994809,0.022696416319333793,-0.021277261558683442,-0.024591625956071707,-0.02433152547058167,-0.03311314192398492,-0.02394272308589277,-0.02580652783670285,-0.0049449103901241425,-0.02234223071461194,-0.019531265754751653,-0.02978754594932088,0.016345479820253597,-0.028971551955189603,-0.02620530507348399,-0.02399302991484802,-0.023635412476360838,0.011144572183964288,0.03329468577938359,-0.021180614206604623,-0.023328373044748035,0.024777356407959517,0.024148054694606784,-0.022898313819858,0.031353719753523766,0.03656127322442939,-0.02468213521937297,0.027147476962925875,-0.0023547604172215984,0.022228782611533566,-0.02420540114209975,0.011866779558132798,-0.025030959159879868,-0.026187319569408517,-0.02165923675034363,-0.026441649107947718,0.006696576313953414,0.00021214040459961421,0.024116566911678926,0.022461470422506274,0.02463581907632635,-0.024199487284401848,0.026339064983824153,0.023032918352664893,-0.014379138337750112,0.023901424676330277,-0.0243829297636109,-0.023960805470883084,0.024012941434190943,-0.024281640986090317,0.023748943752529873,-0.02391827208685577,-0.02354498191103094,0.02268599171437915,-0.02347989778467014,-0.024436503201156173,0.024384408246670684,0.023870885830011204,0.023744538777842307,-0.023928551188255553,-0.02397601436898376,0.024217178156376872,0.023910017590337496,0.02432944683969492,0.024203989728322117,-0.023758953249052275,0.02375371211437646,-0.023773719120896916,-0.024037990600430065,-0.023940076660949883,0.023950046240656032,0.024436207794883705,0.0028556643148032993,0.02388547462347547,-0.023736990048075043,-0.024113302631335556,0.023003597463188755,0.02388748142155479,0.024343297174611887,0.024604857712937266,0.023958920550075206,-0.02386132099463832,0.023983410469431202,-0.023747253444846232,0.024965168096608537,-0.023898678901299483,-0.024075251085264964,0.02394984143861452,0.01243506127768558,-0.02394377390854871,-0.023819152674794165,-0.02617458895598326,-0.023217187199404257,0.06895344016952394,-0.06895344094455026,0.06895344041389506,0.06895344029334313,0.06895344035391063,-0.06895344035156217
native-country_Cambodia,-0.0380540905321955,-4.1387502365272254e-05,-0.0032846439440642403,0.001800891963496236,-0.003343853526514049,0.002787256291029788,-0.003167944787757311,0.003529079649932997,0.00264385557684598,0.0025167065072201665,-0.0006708654428647647,0.0030198497416625493,0.0027418706903042183,0.005802848846562846,0.0006065035898977943,0.0024013732913387574,-0.0009422674716833458,-0.0009175615676778632,0.0041795422800801575,0.003143632110692708,0.0025620849796151096,0.0026384588245546865,-0.002102610801220253,-0.0014439453425810099,0.0026034275221729,0.0022636933208819367,-0.002240632475371411,-0.0022971710304890616,0.002526713000192321,-0.0007999634603900759,-0.0014011408781309503,0.002437607264308279,-0.0025112105248011455,0.0026185096105743894,-0.002161812883139923,0.0022819189365606133,-0.0027279180462512534,0.002253629863833227,0.0018329230232150711,0.00238174100201481,0.0019829179738319004,0.00013074690959319728,0.0027059010212867112,-0.0024048890193274345,-0.0025580715214520333,-0.0023531231360668548,0.0023801606665624074,-0.0021941148292965833,-0.005220361947898628,0.0032882855162893127,-0.0025221497339965346,0.0023551735508144374,0.0024862022456656908,-0.002367343008464062,0.0023905165983021267,-0.0025070943778561497,0.002410495311722865,0.002460471859670508,-0.0024575568827844055,0.002450690541741182,0.002349722303576018,-0.0025709823563962323,-0.0024265882221939507,-0.002869772197778345,0.0024362665403528825,0.002414917682922374,-0.0023778336409176113,-0.002444408268457758,-0.002293365426970264,-0.002370894196892266,0.002434160846404618,-0.00234751634408725,0.0025774513333316025,0.00240288133805701,0.002440044588103976,-0.0024038703403804723,-0.002329276060168226,-0.0014819470048032853,-0.0023987462770100857,0.002503282901117052,0.0024417208898716977,0.002524642219946257,-0.0026931870587863843,-0.002095876751059512,-0.013729732741873085,-0.002396883214972442,0.0024691659992721513,-0.0024488787594771065,0.0024080021009483935,-0.0024215472301069097,0.0024284466903642583,0.0024043264636511522,-0.0023309108421254773,0.0015733504989496052,0.0024139803770819074,0.0006844520340601179,0.0018241165101011108,0.002447254035635148,0.00638338498410666,-0.006383384921115908,0.006383384964264497,0.006383384974094507,0.00638338496909176,-0.006383384969276935
native-country_Canada,-0.05089560822629077,0.008452610937473657,0.005361527347536444,-0.0033207757950887463,0.005876000856383409,-0.0044214686306794145,0.004383241126596673,-0.00407744150824233,-0.005927816391763679,-0.007001368547836189,-0.008085668620213671,-0.008162395646198906,-0.005149747800654492,-0.0062477636009882175,-0.00425290060184799,-0.004257755806706552,-0.010423324355297128,0.007556011475783073,-0.0012904707342344837,-0.0037512231195535955,-0.004705525641021958,-0.004154570047123206,0.004866170074801572,0.005637493145266236,-0.004093148862015652,-0.004850486373146258,0.004632463598424748,0.0046722243310005915,-0.00505414393400915,0.00248925399790698,0.0023770601284840145,-0.004669081080152176,0.004779206899183011,-0.004287909390462018,0.004271492135385657,-0.0045585577705457596,0.0035072827713688464,-0.00450642672389875,-0.004836048189778125,-0.005842637538288427,-0.004930166795579482,0.004013669219633212,-0.0022705399631192317,0.005063180650531037,0.005245645601655723,0.004881775445692148,-0.004922683847313028,0.0032174698603462015,0.003053148219235662,-0.005329278984310703,0.001361246195482142,-0.00806670396347463,-0.005559535493358208,0.005997755229744614,-0.00468968017508417,0.004973254307624317,-0.004804678180031179,-0.004586217865503504,0.004754057180886926,-0.004882954648915136,-0.004821966787653071,0.004940894647801625,0.004933645210579355,0.005006566088307612,-0.0048686312049439785,-0.004882838737787413,0.004862644823301213,0.004850087127113226,0.00479415499365283,0.004797465737843187,-0.004903192906860689,0.00490123843675931,-0.004886640884737048,-0.004861828420611671,-0.004880589482448204,0.004855764139230898,0.004803870193481279,0.0035824128923796082,0.004883626169403233,-0.00487970704948058,-0.004815856606093189,0.005101864062029117,0.004876521924331564,0.005021806918637868,0.0031270716408200094,0.004884497171432445,-0.004866833068705074,0.004861146993444276,-0.004877644503356126,0.004747239845454751,-0.0048759982156657364,-0.0049124895120813625,0.004947393593562188,-0.0004956741282827132,-0.004870012665394661,-0.0017446874288570256,-0.003867018603335108,-0.004892160622867199,-0.014611001157352884,0.014611001032320908,-0.01461100111789828,-0.014611001137401937,-0.014611001127640284,0.014611001128021196
native-country_China,-0.07863704038332184,0.01416891039821957,0.007696712610455869,-0.007421037967880206,0.006891459536296503,-0.006743063267150897,0.007113466129704148,-0.004213305224692537,-0.007364350390511196,-0.008192349137843004,-0.012182599735458498,-0.011530048935652033,-0.00905834684144064,-0.011225045316266806,-0.008206033187035416,-0.008160861866777796,-0.012627207984434412,0.012027269477797198,-0.002209867409591804,-0.006608548052339982,-0.0077956749987909135,-0.008252824862792215,0.008571017377674366,0.011015175402040665,-0.00737186857030528,-0.008191274247979698,0.008255788078085316,0.008374391470572886,-0.008259764016841652,0.007665782364617293,0.010141576995964161,-0.00845057888035049,0.008230286710134895,-0.008819077388280156,0.00809380711753039,-0.00783756529063618,0.00809762471423821,-0.007636571578004362,-0.0071319615412194825,-0.008637341308799344,-0.007553712915678749,0.007154980168840853,-0.004638643057975215,0.00787955886259838,0.008266733430624429,0.007832059725031464,-0.00797312118910551,0.006870503604332288,-0.0028901234638547568,-0.006889454072270713,0.007697094213613215,-0.00787749441794356,-0.0079502912888854,0.008026153563500433,-0.007877352447686413,0.007092093221788173,-0.008062139960646308,-0.009030028132384505,0.003910090275057172,-0.008115383330166192,-0.007604113322246635,0.010282087902937645,0.008004009740180026,0.009291830591468693,-0.008069532030361102,-0.00799210451239523,0.007957504086092205,0.008114049858910163,0.007719385615898494,0.007899892721416682,-0.007992206533202517,0.007911205053552337,-0.008118180958468774,-0.007992444725899767,-0.008034144589947868,0.00798284165637326,0.007893958540634414,0.00620681289049482,0.008029780337503588,-0.008003022350883264,-0.007914444858427423,0.008429310322723003,0.008009904789693245,0.008219889635328805,0.005121261344968075,0.008027928671336806,-0.007995566835053616,0.007987019611605655,-0.008024543433531869,0.007776504500961477,-0.00801499906602562,-0.008054510820685376,0.008126702079740103,-0.0009797910540416167,-0.00800753925268987,-0.0027915139554642067,-0.00631996646724678,-0.008082624571835395,-0.023049457460541097,0.023049457253869726,-0.023049457395329032,-0.02304945742762634,-0.02304945741145446,0.023049457412082173
native-country_Columbia,-0.04212777270091467,-0.013942426735055182,-0.012844887625528139,0.006150817129646414,-0.01213151825695641,0.010392572121673946,-0.01169765344048108,0.012388737416022711,0.010061372320608851,0.011561822899440613,0.006672469062662412,0.004303915440042754,0.011376637785014678,0.0022809793207743444,0.01137148634552007,0.011829109341336923,0.006941547170617788,-0.010474950061448536,0.012136721285674668,0.011905496722383798,0.011364923331875375,0.011916815756216222,-0.011199907237357427,-0.010332165667381737,0.011244711591945105,0.011222743732291615,-0.010996086155850305,-0.011316431329856911,0.01203541917148225,-0.008971275043673928,-0.012190465198370698,0.011760988578319568,-0.011850438533636841,0.01239320417274381,-0.010809377675019043,0.010960236037687487,-0.012709566660987302,0.010504975013537629,0.00891260919398381,0.011522909545274823,0.009501475766739086,-0.0016169031592263609,0.009990202776653774,-0.010891379520044287,-0.011574906253865215,-0.01075152739050438,0.011083499468621923,-0.009740145024600374,-0.012199621554600065,0.012155130269517748,-0.011405203600794188,0.010872438247715463,0.011297675243400553,-0.011240017181571272,0.010943211340345304,-0.011285658989032395,0.011113783677995301,0.010967755173513569,-0.011365369569318872,0.011299789822796646,0.010940345165440596,-0.010994119243951668,-0.011526689428043135,-0.013846346153884583,0.01091408790649303,0.012138509498725187,-0.010716182300254276,-0.011481144761191277,-0.011047218619404737,-0.011160190186647906,0.011132779962502032,-0.01116142993509762,0.011171075337668418,0.011117474165754983,0.011141015359854222,-0.011155743739792705,-0.010941969754140338,-0.011373569395668111,-0.011196066893751773,0.011229180733103004,0.01107708216336416,-0.011726848541147174,-0.011188344069493815,-0.011243928379542979,-0.012067926182293909,-0.011158513713152969,0.011191263569697156,-0.011156098941682293,0.011243868968424678,-0.010738010534062646,0.011193916066916592,0.011189522424168917,-0.011169314655556494,0.004535866307610829,0.011160023429633223,0.0024414011482816423,0.008137570600183558,0.011352181210928278,0.013305228917069424,-0.013305228607170188,0.013305228818581157,0.01330522886779399,0.013305228842856735,-0.013305228843764031
native-country_Cuba,-0.06623188038637863,-0.017755691432080663,-0.025937057041231507,0.021277422267640022,-0.02647568131602238,0.024707211487481562,-0.02615278966240252,0.02658240751810235,0.02443705262994924,0.026049769010557413,0.021134359113862026,0.018779212287134764,0.02542167424573048,0.005805751587406048,0.026665058462968752,0.02595914700646208,0.021806327708567635,-0.023088145926217083,0.027943518544494946,0.02659767380975631,0.02586961384871578,0.026767475841855303,-0.025933256956644272,-0.024586727081969958,0.02599491702003372,0.0257894503813044,-0.02564653665619255,-0.025899468922791997,0.025881264725851467,-0.02384622249490723,-0.026768586141595527,0.02608434243896036,-0.026118822602303526,0.026249796935356156,-0.025562866086644095,0.025538184752742086,-0.02399844963171365,0.025457750767339908,0.022932483400627094,0.02534357254978397,0.02370205131545527,-0.012753471377224357,0.016680735307873198,-0.02543376187226616,-0.025853267765183374,-0.02523353739889571,0.025519006602801684,-0.024279126561242984,-0.026692040454825577,0.025648919949051507,-0.026360980966484638,0.025472717638035172,0.025897854279867006,-0.02613146012186781,0.02488217390114854,-0.0264688554747522,0.026275593515858793,0.02672125562833499,-0.026441407065415982,0.025898329544736497,0.02542792536413528,-0.02551192299043895,-0.02561160752546929,-0.02524900709406836,0.02570934564899219,0.025660968946072372,-0.025600710629302734,-0.025745485827165276,-0.02552934250808621,-0.02561436125895204,0.025700806867635134,-0.025713207597785132,0.02571062071387776,0.02565251171415536,0.025677515951494003,-0.02568336346193836,-0.025493284149822805,-0.020026922374443645,-0.02571598501044457,0.025734120008740008,0.025609181131886545,-0.0260885306476078,-0.02570840839636455,-0.025721111180154455,-0.024898635694308273,-0.025687768631970562,0.025708705679265923,-0.02567800227501216,0.025744983423338128,-0.02528015398815358,0.025709040182904798,0.025692352417471823,-0.025709998332604768,0.0026922658508912586,0.025687622358259922,0.012033458279771205,0.021920535459036928,0.025864203016528205,0.014219505345920104,-0.014219504614624037,0.01421950511475551,0.01421950522964578,0.014219505171742338,-0.014219505173925569
native-country_Dominican-Republic,-0.05715287191643904,-0.01071531996855935,-0.007037487433618243,0.002950142935839345,-0.007820036467169668,0.006368506259478161,-0.007093913409633157,0.007678199382139673,0.0056430005780105695,0.006538071710712775,0.003305863957379553,0.002472361999135202,0.005597388701391473,0.003773923466165194,0.00740666196446318,0.006799982395635297,0.004414084966380526,-0.004009000294731124,0.007623525704371058,0.007207937838230695,0.00617318915075176,0.006394791055941971,-0.006216647458592969,-0.005327310453811085,0.0064779759118826505,0.006208607808097218,-0.0062239378101273226,-0.006220509606183105,0.005939879508550257,-0.006083150436555304,-0.006568333702284215,0.005947500181605617,-0.006265345563355824,0.00614144354979571,-0.0062930479446284176,0.0061485731020852405,-0.004648560363801283,0.0061650921992191755,0.005535720821948619,0.005775058997218213,0.005762009202801647,-0.00034878055002494234,0.003872445074624091,-0.005854967867502629,-0.005956692146830761,-0.005907280024179128,0.006254969792417182,-0.005222541795683686,-0.005587107452873913,0.007705991467497983,-0.006198022421589665,0.005897427566197362,0.006156023328879887,-0.006290067540797542,0.005957673457728598,-0.006182919465811158,0.006001419278275318,0.005397454238090042,-0.005612905641304418,0.0055884299472329976,0.007346157056075288,-0.00839783109794616,-0.0055750451574017494,-0.004972891830487255,0.006074561885977814,0.0060974890889558845,-0.006158560286667776,-0.006201541685349305,-0.006110755214954231,-0.006160633801525541,0.006017988213788035,-0.006040324339752104,0.00605849232089549,0.00610286259329262,0.006097670901559468,-0.006097424803426794,-0.006106091751570299,-0.0038984874564572205,-0.00611433654516181,0.0060531076812099256,0.006062538269652683,-0.006354618240547897,-0.006098322019920818,-0.0061588760075740635,-0.005494580768357402,-0.006113568856903789,0.0060847622647590685,-0.006092500802061355,0.006083673008671245,-0.006064229167771314,0.00609754314603598,0.006118737955018233,-0.00616879130003507,-0.0006574437944736084,0.006101539492550346,0.0034682797140365516,0.005490438762903534,0.006104738724517428,0.049309923016822875,-0.04930992289608411,0.04930992297990194,0.04930992299756869,0.04930992298900386,-0.04930992298940935
native-country_Ecuador,-0.027881302468065514,0.0007009572218085111,0.0020377834086729705,-0.005441284840065052,0.0015749843149470207,-0.003524774933363386,0.002472203518745016,-0.0021222278458020195,-0.003733348820211977,-0.002602173756746535,-0.0059650594084586315,-0.006555472152119937,-0.0029624837322336324,-0.005122991793814905,-0.0036021211591129028,-0.0028141041601886093,-0.006084255853538386,0.002919928103653475,-0.002302655146690201,-0.0025564633990694655,-0.0030211784321630014,-0.0026994526274867424,0.0032519605771255057,0.0038630484832427275,-0.0031655552649542023,-0.0031071110474832496,0.003266568515960532,0.003071669010128608,-0.0027255129552366327,0.005124516937855429,0.003580022830219403,-0.00276332518552293,0.0027266758077552676,-0.0021992247816429206,0.003299310504954872,-0.003286319809178286,0.0004603364980393293,-0.0035220461235068654,-0.004176845073337263,-0.0026714966871012966,-0.0038348999895099285,0.004825167850012587,0.001701876807902412,0.0033912873486111107,0.0028797555281664935,0.003462356573802412,-0.003115435562564311,0.0037728683392854075,0.0028387460490666865,-0.0012642762929667602,0.003135613931890349,-0.003403190358760029,-0.0030703945614790474,0.003144569339612276,-0.003296638894436511,0.003121696458910581,-0.003196092611566734,-0.003186669078218649,0.0029675647997247567,-0.003066254006971406,-0.003337604508488544,0.003245560720074444,0.003106650586664537,0.0030866900489674378,-0.003186138502826943,-0.0031779447534794896,0.0032279999703956216,0.003222221596075571,0.003331019657623859,0.003336646639232674,-0.0030374373686317844,0.003023752660435904,-0.0029777613238556825,-0.0032112130629646006,-0.002989398218714039,0.003647591248872903,0.0032088449069383133,-0.0018598483130549616,0.0031262448346411425,-0.0032214893751050656,-0.003265770134892716,0.002425285476513773,0.0031671843498888813,0.0030941320342279806,0.0017593234903758202,0.0031677266056866467,-0.003180028049765969,0.0031895329375699858,-0.00314553180765622,0.003414019055977958,-0.0031628186533985522,-0.003143128313581227,0.0031076414112395376,0.002709984373845923,-0.003179339782593036,-0.0045785044587749535,-0.004232717138371586,-0.0030602535481182415,0.00984685039041934,-0.00984685049388795,0.009846850422602135,0.009846850406883339,0.009846850414724957,-0.009846850414402052
native-country_El-Salvador,-0.06653931373656685,-0.03265326925925112,-0.03468523734179145,0.028145992902706835,-0.03480107736393569,0.03224823580752252,-0.033267196188454015,0.033946767963848996,0.030934369140088184,0.03248578761902828,0.026477068821895943,0.021814451298670004,0.031708926980423754,0.029085092179703554,0.038209226593245584,0.03361280789985673,0.027202227032638235,-0.030502555795803694,0.03479976993593417,0.03350373415521561,0.0331408942020325,0.03346789895075957,-0.03236964967462677,-0.031847871445126935,0.03269681549409719,0.03279534058165945,-0.03255762228549931,-0.03282680620878768,0.0329245120717528,-0.028221105349563954,-0.03179214101036668,0.0331825978617684,-0.033187087081352186,0.03323061937351726,-0.03219546514460935,0.03234376619861016,-0.02996728265622588,0.03192564137692825,0.029551400929017185,0.032469236374198254,0.03018318984602191,-0.014924735404525434,0.01990170087041786,-0.03236309245175407,-0.032797348781929914,-0.03177593932703475,0.032414282676571406,-0.02807793613318025,-0.034671245671123334,0.033805958150744636,-0.033074492199032246,0.03206996603223463,0.03291007745021859,-0.03343580576316693,0.0336351457597923,-0.03243117211994906,0.032791881152347345,0.03324188925742274,-0.03319258395710088,0.032861588080335714,0.0323054188856151,-0.03254017706446798,-0.03257290827464549,-0.03226512015088423,0.032580123464730014,0.03261236938732019,-0.03257113293190226,-0.032664430493170526,-0.032386984533259756,-0.032510683989201684,0.03262851369865354,-0.032645947923184405,0.032628282898823024,0.032571761890294336,0.03260331521090897,-0.03259751812170511,-0.03237696225098319,-0.02448165202611113,-0.032649878647464874,0.03265861045935375,0.032504579783165156,-0.03318674140921867,-0.032636048388734046,-0.03275970341361064,-0.03117566956961326,-0.03262261982472543,0.03262926852771698,-0.03260122484032967,0.03267929825248251,-0.032135948692390906,0.03264154481087672,0.03267063771019001,-0.032678702911607196,0.002871439257797662,0.032610783007381995,0.015434695284758144,0.027903338940994175,0.032752674226102306,0.07364183098335096,-0.07364183011892166,0.07364183071141722,0.07364183084574931,0.07364183077838708,-0.07364183078101663
